(0, 3, 4, 5, 6, 7, 13, 14, 26, 27, 28, 31)->[4, 0, 0, 4]
(0, 3, 5, 23)->[0, 0, 4, 4]
(0, 1, 3, 8, 9, 14, 16, 19, 23, 27, 29, 30)->[0, -4, 4, 0]
(0, 5, 6, 9, 10, 15, 18, 21, 23, 24, 28, 29)->[0, 4, 4, 0]
(0, 9, 28, 14)->[4, 0, 4, 0]
(1, 7, 9, 12, 14, 15, 19, 22, 24, 25, 26, 28)->[4, 0, 0, -4]
(2, 3, 4, 5, 10, 16, 17, 18, 20, 23, 30, 31)->[-4, 0, 0, 4]
(8, 11, 12, 16, 17, 18, 19, 20, 21, 22, 24, 29)->[-4, 0, 0, -4]
(2, 4, 6, 10, 11, 13, 15, 17, 21, 22, 25, 26)->[0, 4, -4, 0]
(1, 2, 7, 8, 11, 12, 13, 20, 25, 27, 30, 31)->[0, -4, -4, 0]
(1, 27, 14, 7)->[4, -4, 0, 0]
(24, 9, 19, 29)->[0, 0, 4, -4]
(26, 28, 6, 15)->[4, 4, 0, 0]
(8, 16, 20, 30)->[-4, -4, 0, 0]
(25, 11, 12, 22)->[0, 0, -4, -4]
(2, 4, 13, 31)->[0, 0, -4, 4]
(17, 10, 18, 21)->[-4, 4, 0, 0]
(8, 1, 19, 12)->[0, -4, 0, -4]
(24, 21, 22, 15)->[0, 4, 0, -4]
(10, 4, 5, 6)->[0, 4, 0, 4]
(16, 18, 29, 23)->[-4, 0, 4, 0]
(25, 26, 13, 7)->[4, 0, -4, 0]
(17, 2, 11, 20)->[-4, 0, -4, 0]
(27, 3, 30, 31)->[0, -4, 0, 4]
