[0, 13]
[0, 24]
[0, 48]
[0, 55]
[0, 72]
[0, 87]
[1, 34]
[1, 44]
[1, 46]
[1, 79]
[1, 90]
[1, 93]
[2, 5]
[2, 16]
[2, 22]
[2, 26]
[2, 61]
[2, 62]
[3, 39]
[3, 42]
[3, 50]
[3, 58]
[3, 77]
[3, 81]
[4, 10]
[4, 51]
[4, 69]
[4, 77]
[4, 80]
[4, 84]
[5, 63]
[5, 64]
[5, 89]
[5, 91]
[5, 94]
[6, 28]
[6, 52]
[6, 66]
[6, 82]
[6, 87]
[6, 94]
[7, 32]
[7, 36]
[7, 53]
[7, 54]
[7, 67]
[7, 68]
[8, 45]
[8, 61]
[8, 70]
[8, 80]
[8, 85]
[8, 93]
[9, 23]
[9, 41]
[9, 57]
[9, 58]
[9, 81]
[9, 88]
[10, 12]
[10, 24]
[10, 42]
[10, 69]
[10, 77]
[11, 52]
[11, 66]
[11, 74]
[11, 82]
[11, 89]
[11, 94]
[12, 44]
[12, 45]
[12, 70]
[12, 80]
[12, 93]
[13, 37]
[13, 38]
[13, 48]
[13, 52]
[13, 87]
[14, 25]
[14, 35]
[14, 60]
[14, 71]
[14, 83]
[14, 92]
[15, 28]
[15, 51]
[15, 65]
[15, 76]
[15, 77]
[15, 81]
[16, 40]
[16, 61]
[16, 62]
[16, 78]
[16, 91]
[17, 33]
[17, 38]
[17, 49]
[17, 64]
[17, 75]
[17, 85]
[18, 27]
[18, 37]
[18, 47]
[18, 52]
[18, 74]
[18, 95]
[19, 33]
[19, 45]
[19, 49]
[19, 53]
[19, 75]
[19, 85]
[20, 59]
[20, 78]
[20, 79]
[20, 88]
[20, 90]
[20, 92]
[21, 41]
[21, 59]
[21, 62]
[21, 78]
[21, 79]
[21, 88]
[22, 28]
[22, 51]
[22, 65]
[22, 76]
[22, 94]
[23, 39]
[23, 56]
[23, 57]
[23, 81]
[23, 95]
[24, 50]
[24, 69]
[24, 77]
[24, 84]
[25, 31]
[25, 47]
[25, 60]
[25, 67]
[25, 92]
[26, 40]
[26, 51]
[26, 61]
[26, 62]
[26, 80]
[27, 29]
[27, 56]
[27, 66]
[27, 74]
[27, 95]
[28, 51]
[28, 65]
[28, 84]
[29, 31]
[29, 47]
[29, 57]
[29, 74]
[29, 95]
[30, 32]
[30, 36]
[30, 39]
[30, 42]
[30, 50]
[30, 58]
[31, 59]
[31, 60]
[31, 83]
[31, 92]
[36, 43]
[36, 55]
[36, 73]
[36, 86]
[37, 43]
[37, 55]
[37, 73]
[37, 86]
[38, 48]
[38, 72]
[38, 82]
[38, 87]
[39, 43]
[39, 50]
[39, 58]
[40, 61]
[40, 62]
[40, 79]
[40, 93]
[41, 56]
[41, 57]
[41, 76]
[41, 81]
[42, 44]
[42, 50]
[42, 58]
[43, 55]
[43, 86]
[43, 95]
[32, 34]
[32, 44]
[32, 46]
[32, 90]
[33, 35]
[33, 49]
[33, 71]
[33, 85]
[34, 44]
[34, 58]
[34, 88]
[34, 90]
[35, 53]
[35, 54]
[35, 67]
[35, 68]
[44, 46]
[45, 46]
[45, 70]
[45, 93]
[46, 53]
[46, 90]
[47, 74]
[47, 86]
[47, 95]
[48, 49]
[48, 72]
[48, 73]
[49, 54]
[49, 75]
[50, 55]
[51, 76]
[52, 66]
[52, 82]
[53, 54]
[53, 68]
[54, 67]
[54, 73]
[55, 73]
[56, 57]
[56, 65]
[56, 81]
[57, 59]
[59, 78]
[59, 88]
[60, 74]
[60, 83]
[60, 89]
[61, 63]
[62, 76]
[63, 64]
[63, 71]
[63, 85]
[63, 91]
[64, 71]
[64, 82]
[64, 89]
[65, 66]
[65, 76]
[66, 94]
[67, 68]
[67, 86]
[89, 91]
[68, 90]
[68, 92]
[69, 70]
[69, 72]
[69, 84]
[70, 75]
[70, 80]
[71, 89]
[71, 91]
[72, 75]
[72, 87]
[73, 86]
[75, 85]
[77, 84]
[78, 79]
[78, 83]
[79, 88]
[80, 93]
[82, 94]
[83, 91]
[83, 92]
[84, 87]
